gene    set1 set2
Gene5696 0 0
Gene5697 0 0
Gene5698 0 1
Gene5699 0 1
Gene5700 0 0
Gene5701 1 0
Gene5702 0 1
Gene5703 1 1
Gene5704 1 1
Gene5705 0 1
Gene5706 1 0
Gene5707 1 0
Gene5708 0 1
Gene5709 1 1
Gene5710 0 0
Gene5711 1 0
Gene5712 0 0
Gene5713 0 1
Gene5714 1 0
Gene5715 1 0
Gene5716 0 0
Gene5717 0 0
Gene5718 0 0
Gene5719 1 0
Gene5720 0 1
Gene5721 0 0
Gene5722 0 0
Gene5723 1 0
Gene5724 0 0
Gene5725 0 1
Gene5726 0 0
Gene5727 1 0
Gene5728 0 0
Gene5729 0 0
Gene5730 1 0
Gene5731 0 1
Gene5732 0 0
Gene5733 0 0
Gene5734 1 0
Gene5735 0 1
Gene5736 1 1
Gene5737 1 0
Gene5738 0 0
Gene5739 0 0
Gene5740 0 0
Gene5741 1 0
Gene5742 0 0
Gene5743 0 1
Gene5744 0 0
Gene5745 0 1
Gene5746 0 0
Gene5747 0 1
Gene5748 0 0
Gene5749 0 0
Gene5750 0 1
Gene5751 1 1
Gene5752 1 1
Gene5753 1 0
Gene5754 0 0
Gene5755 1 0
Gene5756 1 0
Gene5757 0 0
Gene5758 0 0
Gene5759 0 1
Gene5760 0 0
Gene5761 0 0
Gene5762 1 0
Gene5763 0 1
Gene5764 1 1
Gene5765 1 1
Gene5766 0 0
Gene5767 1 0
Gene5768 0 0
Gene5769 0 0
Gene5770 1 1
Gene5771 0 0
Gene5772 1 0
Gene5773 0 0
Gene5774 1 0
Gene5775 0 1
Gene5776 1 1
Gene5777 1 1
Gene5778 1 0
Gene5779 0 0
Gene5780 0 1
Gene5781 0 0
Gene5782 0 1
Gene5783 0 0
Gene5784 1 1
Gene5785 0 0
Gene5786 1 1
Gene5787 0 0
Gene5788 0 1
Gene5789 0 0
Gene5790 0 0
Gene5791 1 0
Gene5792 1 0
Gene5793 1 0
Gene5794 0 1
Gene5795 0 0
Gene5796 0 0
Gene5797 1 0
Gene5798 0 1
Gene5799 0 0
Gene5800 1 0
Gene5801 0 0
Gene5802 1 1
Gene5803 0 0
Gene5804 0 0
Gene5805 1 0
Gene5806 0 1
Gene5807 1 0
Gene5808 0 1
Gene5809 0 1
Gene5810 1 0
Gene5811 0 1
Gene5812 0 0
Gene5813 1 0
Gene5814 0 0
Gene5815 1 0
Gene5816 0 0
Gene5817 0 1
Gene5818 0 1
Gene5819 0 0
Gene5820 0 1
Gene5821 1 1
Gene5822 0 1
Gene5823 1 1
Gene5824 1 0
Gene5825 0 0
Gene5826 1 1
Gene5827 1 0
Gene5828 0 0
Gene5829 0 0
Gene5830 0 0
Gene5831 0 0
Gene5832 0 0
Gene5833 1 1
Gene5834 0 0
Gene5835 0 0
Gene5836 0 0
Gene5837 0 0
Gene5838 0 0
Gene5839 1 0
Gene5840 0 0
Gene5841 1 0
Gene5842 1 0
Gene5843 0 0
Gene5844 1 0
Gene5845 0 0
Gene5846 0 0
Gene5847 1 0
Gene5848 1 1
Gene5849 1 1
Gene5850 1 0
Gene5851 0 0
Gene5852 0 1
Gene5853 0 1
Gene5854 1 0
Gene5855 1 0
Gene5856 0 1
Gene5857 0 0
Gene5858 0 1
Gene5859 0 0
Gene5860 1 1
Gene5861 1 1
Gene5862 0 0
Gene5863 0 0
Gene5864 0 0
Gene5865 0 1
Gene5866 1 1
Gene5867 0 0
Gene5868 1 1
Gene5869 0 0
Gene5870 0 0
Gene5871 0 0
Gene5872 0 1
Gene5873 1 0
Gene5874 1 0
Gene5875 0 0
Gene5876 0 0
Gene5877 0 0
Gene5878 1 0
Gene5879 0 1
Gene5880 0 0
Gene5881 1 1
Gene5882 0 0
Gene5883 0 0
Gene5884 0 0
Gene5885 0 0
Gene5886 1 1
Gene5887 1 1
Gene5888 0 1
Gene5889 1 0
Gene5890 1 0
Gene5891 1 0
Gene5892 1 0
Gene5893 1 1
Gene5894 0 0
Gene5895 1 0
Gene5896 0 0
Gene5897 1 0
Gene5898 1 0
Gene5899 0 1
Gene5900 0 1
Gene5901 0 1
Gene5902 1 1
Gene5903 1 1
Gene5904 0 0
Gene5905 0 1
Gene5906 1 1
Gene5907 1 1
Gene5908 1 0
Gene5909 0 1
Gene5910 0 1
Gene5911 1 0
Gene5912 0 0
Gene5913 0 0
Gene5914 0 0
Gene5915 0 1
Gene5916 0 0
Gene5917 1 1
Gene5918 0 0
Gene5919 1 1
Gene5920 0 0
Gene5921 1 0
Gene5922 1 1
Gene5923 1 1
Gene5924 1 0
Gene5925 0 0
Gene5926 1 1
Gene5927 1 1
Gene5928 1 1
Gene5929 0 1
Gene5930 0 0
Gene5931 0 1
Gene5932 0 0
Gene5933 0 0
Gene5934 0 0
Gene5935 1 0
Gene5936 1 1
Gene5937 0 0
Gene5938 0 0
Gene5939 0 1
Gene5940 0 0
Gene5941 1 0
Gene5942 1 0
Gene5943 0 0
Gene5944 0 1
Gene5945 1 1
Gene5946 0 1
Gene5947 0 1
Gene5948 0 1
Gene5949 1 1
Gene5950 1 1
Gene5951 1 0
Gene5952 0 0
Gene5953 0 1
Gene5954 0 1
Gene5955 0 0
Gene5956 1 0
Gene5957 1 1
Gene5958 1 0
Gene5959 1 0
Gene5960 0 1
Gene5961 0 0
Gene5962 0 1
Gene5963 1 1
Gene5964 0 0
Gene5965 1 0
Gene5966 1 1
Gene5967 0 1
Gene5968 1 0
Gene5969 0 0
Gene5970 1 0
Gene5971 0 0
Gene5972 1 1
Gene5973 0 0
Gene5974 0 1
Gene5975 1 1
Gene5976 0 1
Gene5977 0 0
Gene5978 1 1
Gene5979 0 1
Gene5980 0 1
Gene5981 1 0
Gene5982 0 0
Gene5983 0 1
Gene5984 0 0
Gene5985 0 1
Gene5986 1 1
Gene5987 0 0
Gene5988 0 1
Gene5989 0 0
Gene5990 0 1
Gene5991 1 0
Gene5992 0 1
Gene5993 0 0
Gene5994 0 1
Gene5995 0 0
Gene5996 1 1
Gene5997 1 1
Gene5998 1 0
Gene5999 1 0
Gene6000 1 1
Gene6001 0 1
Gene6002 0 0
Gene6003 0 1
Gene6004 0 0
Gene6005 0 0
Gene6006 1 1
Gene6007 0 1
Gene6008 1 0
Gene6009 1 0
Gene6010 0 1
Gene6011 0 0
Gene6012 1 0
Gene6013 1 0
Gene6014 1 1
Gene6015 0 0
Gene6016 1 1
Gene6017 1 1
Gene6018 0 1
Gene6019 0 0
Gene6020 1 0
Gene6021 1 0
Gene6022 0 0
Gene6023 0 1
Gene6024 0 1
Gene6025 0 1
Gene6026 1 0
Gene6027 1 1
Gene6028 1 0
Gene6029 0 0
Gene6030 0 1
Gene6031 1 0
Gene6032 0 0
Gene6033 0 0
Gene6034 0 1
Gene6035 1 1
Gene6036 0 0
Gene6037 1 1
Gene6038 0 0
Gene6039 0 1
Gene6040 1 1
Gene6041 1 0
Gene6042 1 0
Gene6043 0 1
Gene6044 0 0
Gene6045 1 0
Gene6046 0 0
Gene6047 0 1
Gene6048 0 0
Gene6049 0 0
Gene6050 0 0
Gene6051 0 1
Gene6052 0 1
Gene6053 0 0
Gene6054 0 0
Gene6055 0 0
Gene6056 0 0
Gene6057 0 0
Gene6058 0 0
Gene6059 1 0
Gene6060 1 0
Gene6061 0 0
Gene6062 1 1
Gene6063 0 0
Gene6064 1 0
Gene6065 0 0
Gene6066 0 1
Gene6067 0 0
Gene6068 0 1
Gene6069 1 0
Gene6070 0 1
Gene6071 1 1
Gene6072 0 1
Gene6073 0 0
Gene6074 1 0
Gene6075 0 1
Gene6076 0 0
Gene6077 1 0
Gene6078 0 1
Gene6079 0 0
Gene6080 0 1
Gene6081 0 1
Gene6082 1 0
Gene6083 1 0
Gene6084 1 1
Gene6085 1 0
Gene6086 0 0
Gene6087 1 0
Gene6088 0 0
Gene6089 1 1
Gene6090 0 0
Gene6091 0 0
Gene6092 0 1
Gene6093 0 1
Gene6094 0 0
Gene6095 1 1
Gene6096 0 0
Gene6097 0 0
Gene6098 0 0
Gene6099 0 0
Gene6100 0 0
Gene6101 0 0
Gene6102 0 0
Gene6103 1 0
Gene6104 0 0
Gene6105 0 0
Gene6106 0 0
Gene6107 0 1
Gene6108 1 0
Gene6109 0 1
Gene6110 1 1
Gene6111 0 1
Gene6112 1 0
Gene6113 1 1
Gene6114 1 1
Gene6115 1 0
Gene6116 0 0
Gene6117 0 1
Gene6118 0 1
Gene6119 0 0
Gene6120 0 0
Gene6121 0 0
Gene6122 1 0
Gene6123 0 0
Gene6124 0 0
Gene6125 0 0
Gene6126 1 0
Gene6127 0 0
Gene6128 0 0
Gene6129 1 1
Gene6130 0 0
Gene6131 0 0
Gene6132 0 0
Gene6133 1 1
Gene6134 0 0
Gene6135 1 0
Gene6136 1 1
Gene6137 1 0
Gene6138 1 0
Gene6139 0 0
Gene6140 0 0
Gene6141 0 0
Gene6142 1 1
Gene6143 1 0
Gene6144 1 1
Gene6145 0 1
Gene6146 0 0
Gene6147 1 1
Gene6148 0 1
Gene6149 1 1
Gene6150 1 1
Gene6151 1 1
Gene6152 0 1
Gene6153 0 1
Gene6154 1 1
Gene6155 0 1
Gene6156 1 0
Gene6157 1 0
Gene6158 0 0
Gene6159 1 0
Gene6160 0 1
Gene6161 1 1
Gene6162 1 1
Gene6163 1 1
Gene6164 1 0
Gene6165 0 1
Gene6166 1 1
Gene6167 1 0
Gene6168 0 1
Gene6169 0 1
Gene6170 0 0
Gene6171 1 0
Gene6172 1 1
Gene6173 0 0
Gene6174 1 0
Gene6175 1 1
Gene6176 0 0
Gene6177 0 0
Gene6178 0 1
Gene6179 0 0
Gene6180 1 0
Gene6181 0 0
Gene6182 0 0
Gene6183 0 0
Gene6184 0 0
Gene6185 0 1
Gene6186 1 0
Gene6187 0 0
Gene6188 0 1
Gene6189 0 1
Gene6190 1 0
Gene6191 1 1
Gene6192 0 1
Gene6193 0 0
Gene6194 1 0
Gene6195 0 1
Gene6196 0 1
Gene6197 1 0
Gene6198 0 0
Gene6199 1 1
Gene6200 1 1
Gene6201 1 0
Gene6202 0 1
Gene6203 0 0
Gene6204 0 1
Gene6205 1 0
Gene6206 0 1
Gene6207 0 1
Gene6208 1 1
Gene6209 0 0
Gene6210 1 0
Gene6211 1 0
Gene6212 1 0
Gene6213 0 0
Gene6214 1 0
Gene6215 0 1
Gene6216 1 1
Gene6217 0 0
Gene6218 1 1
Gene6219 1 1
Gene6220 1 0
Gene6221 1 1
Gene6222 0 1
Gene6223 0 0
Gene6224 1 1
Gene6225 0 1
Gene6226 1 0
Gene6227 1 1
Gene6228 1 0
Gene6229 1 1
Gene6230 0 1
Gene6231 0 0
Gene6232 1 1
Gene6233 0 0
Gene6234 0 0
Gene6235 0 0
Gene6236 1 0
Gene6237 0 0
Gene6238 0 1
Gene6239 0 1
Gene6240 0 0
Gene6241 0 0
Gene6242 0 0
Gene6243 1 1
Gene6244 0 0
Gene6245 1 1
Gene6246 1 1
Gene6247 0 1
Gene6248 0 0
Gene6249 1 0
Gene6250 0 0
Gene6251 1 0
Gene6252 1 0
Gene6253 0 0
Gene6254 0 0
Gene6255 0 1
Gene6256 0 1
Gene6257 0 1
Gene6258 0 0
Gene6259 0 1
Gene6260 0 1
Gene6261 0 0
Gene6262 0 0
Gene6263 1 0
Gene6264 0 1
Gene6265 0 0
Gene6266 0 0
Gene6267 0 1
Gene6268 0 0
Gene6269 0 0
Gene6270 0 0
Gene6271 0 0
Gene6272 0 1
Gene6273 0 1
Gene6274 1 1
Gene6275 0 1
Gene6276 0 0
Gene6277 0 0
Gene6278 0 1
Gene6279 0 1
Gene6280 1 1
Gene6281 0 1
Gene6282 1 0
Gene6283 0 0
Gene6284 0 0
Gene6285 1 0
Gene6286 0 0
Gene6287 0 1
Gene6288 0 1
Gene6289 0 1
Gene6290 0 0
Gene6291 1 1
Gene6292 0 1
Gene6293 0 1
Gene6294 1 0
Gene6295 0 1
Gene6296 0 0
Gene6297 0 0
Gene6298 0 1
Gene6299 1 0
Gene6300 1 0
Gene6301 0 0
Gene6302 0 0
Gene6303 0 0
Gene6304 0 0
Gene6305 0 0
Gene6306 0 1
Gene6307 0 0
Gene6308 0 0
Gene6309 0 0
Gene6310 0 1
Gene6311 0 1
Gene6312 0 1
Gene6313 1 0
Gene6314 0 1
Gene6315 0 0
Gene6316 1 0
Gene6317 0 0
Gene6318 0 1
Gene6319 1 0
Gene6320 0 0
Gene6321 1 1
Gene6322 1 0
Gene6323 0 0
Gene6324 1 0
Gene6325 1 0
Gene6326 1 0
Gene6327 0 0
Gene6328 1 1
Gene6329 0 1
Gene6330 0 1
Gene6331 0 0
Gene6332 1 0
Gene6333 0 1
Gene6334 0 0
Gene6335 0 0
Gene6336 0 0
Gene6337 0 0
Gene6338 1 0
Gene6339 0 0
Gene6340 0 0
Gene6341 0 0
Gene6342 1 1
Gene6343 0 1
Gene6344 0 1
Gene6345 0 1
Gene6346 0 1
Gene6347 1 0
Gene6348 0 1
Gene6349 0 0
Gene6350 0 1
Gene6351 0 1
Gene6352 1 1
Gene6353 0 1
Gene6354 1 0
Gene6355 1 0
Gene6356 0 1
Gene6357 1 1
Gene6358 1 1
Gene6359 1 0
Gene6360 0 1
Gene6361 1 0
Gene6362 1 0
Gene6363 1 1
Gene6364 1 0
Gene6365 1 1
Gene6366 0 0
Gene6367 0 0
Gene6368 0 0
Gene6369 0 1
Gene6370 0 0
Gene6371 0 0
Gene6372 0 0
Gene6373 0 0
Gene6374 1 0
Gene6375 0 0
Gene6376 0 0
Gene6377 1 0
Gene6378 0 1
Gene6379 0 1
Gene6380 0 1
Gene6381 0 0
Gene6382 1 0
Gene6383 0 1
Gene6384 0 1
Gene6385 0 0
Gene6386 0 1
Gene6387 1 1
Gene6388 1 0
Gene6389 0 0
Gene6390 0 0
Gene6391 0 1
Gene6392 0 0
Gene6393 1 0
Gene6394 0 0
Gene6395 0 0
Gene6396 0 0
Gene6397 0 1
Gene6398 1 0
Gene6399 0 1
Gene6400 0 1
Gene6401 0 0
Gene6402 0 0
Gene6403 0 0
Gene6404 1 0
Gene6405 0 0
Gene6406 0 1
Gene6407 1 0
Gene6408 0 0
Gene6409 0 1
Gene6410 0 0
Gene6411 1 1
Gene6412 0 1
Gene6413 0 0
Gene6414 0 1
Gene6415 1 0
Gene6416 1 0
Gene6417 0 1
Gene6418 0 0
Gene6419 1 0
Gene6420 1 0
Gene6421 1 0
Gene6422 1 0
Gene6423 0 0
Gene6424 0 1
Gene6425 1 0
Gene6426 0 1
Gene6427 1 0
Gene6428 1 0
Gene6429 1 0
Gene6430 0 0
Gene6431 0 1
Gene6432 0 0
Gene6433 1 1
Gene6434 1 0
Gene6435 1 0
Gene6436 1 1
Gene6437 1 0
Gene6438 0 1
Gene6439 1 0
Gene6440 0 1
Gene6441 0 1
Gene6442 0 0
Gene6443 1 0
Gene6444 1 0
Gene6445 0 1
Gene6446 1 1
Gene6447 0 0
Gene6448 1 1
Gene6449 0 0
Gene6450 1 1
Gene6451 0 0
Gene6452 0 0
Gene6453 1 1
Gene6454 1 0
Gene6455 0 0
Gene6456 1 0
Gene6457 0 1
Gene6458 1 0
Gene6459 1 0
Gene6460 0 1
Gene6461 0 0
Gene6462 0 0
Gene6463 1 1
Gene6464 1 1
Gene6465 0 1
Gene6466 1 0
Gene6467 0 1
Gene6468 1 0
Gene6469 0 1
Gene6470 0 0
Gene6471 0 1
Gene6472 0 0
Gene6473 0 1
Gene6474 1 1
Gene6475 0 1
Gene6476 0 1
Gene6477 1 0
Gene6478 1 0
Gene6479 0 0
Gene6480 1 0
Gene6481 0 1
Gene6482 0 0
Gene6483 0 0
Gene6484 0 0
Gene6485 0 1
Gene6486 1 0
Gene6487 0 0
Gene6488 1 1
Gene6489 0 1
Gene6490 1 1
Gene6491 1 1
Gene6492 1 1
Gene6493 1 1
Gene6494 0 1
Gene6495 1 0
Gene6496 1 1
Gene6497 0 0
Gene6498 0 1
Gene6499 1 0
Gene6500 0 0
Gene6501 1 0
Gene6502 1 1
Gene6503 0 0
Gene6504 0 1
Gene6505 1 1
Gene6506 0 1
Gene6507 1 0
Gene6508 1 0
Gene6509 0 1
Gene6510 0 0
Gene6511 1 1
Gene6512 1 1
Gene6513 1 1
Gene6514 0 0
Gene6515 1 1
Gene6516 0 0
Gene6517 0 1
Gene6518 1 0
Gene6519 0 1
Gene6520 0 0
Gene6521 0 0
Gene6522 1 0
Gene6523 1 0
Gene6524 0 0
Gene6525 1 0
Gene6526 0 0
Gene6527 0 1
Gene6528 1 1
Gene6529 0 0
Gene6530 1 0
Gene6531 0 1
Gene6532 0 1
Gene6533 1 0
Gene6534 0 1
Gene6535 0 1
Gene6536 1 0
Gene6537 0 1
Gene6538 1 0
Gene6539 0 0
Gene6540 0 0
Gene6541 0 1
Gene6542 1 1
Gene6543 0 1
Gene6544 1 1
Gene6545 0 0
Gene6546 0 1
Gene6547 0 0
Gene6548 0 0
Gene6549 0 1
Gene6550 1 1
Gene6551 0 0
Gene6552 1 1
Gene6553 1 1
Gene6554 1 0
Gene6555 0 0
Gene6556 0 0
Gene6557 0 0
Gene6558 0 0
Gene6559 0 1
Gene6560 0 1
Gene6561 0 1
Gene6562 0 1
Gene6563 0 1
Gene6564 0 0
Gene6565 0 0
Gene6566 0 0
Gene6567 0 0
Gene6568 0 1
Gene6569 0 1
Gene6570 1 0
Gene6571 1 1
Gene6572 1 0
Gene6573 1 1
Gene6574 1 0
Gene6575 1 0
Gene6576 0 0
Gene6577 1 1
Gene6578 1 1
Gene6579 0 1
Gene6580 1 0
Gene6581 0 0
Gene6582 0 1
Gene6583 0 0
Gene6584 1 0
Gene6585 0 0
Gene6586 0 1
Gene6587 1 0
Gene6588 0 1
Gene6589 1 0
Gene6590 1 0
Gene6591 1 0
Gene6592 0 0
Gene6593 0 1
Gene6594 0 0
Gene6595 0 1
Gene6596 1 1
Gene6597 1 1
Gene6598 0 1
Gene6599 0 0
Gene6600 0 1
Gene6601 0 0
Gene6602 1 1
Gene6603 1 0
Gene6604 0 0
Gene6605 1 0
Gene6606 1 0
Gene6607 0 1
Gene6608 1 0
Gene6609 0 1
Gene6610 1 0
Gene6611 0 1
Gene6612 0 1
Gene6613 1 1
Gene6614 0 1
Gene6615 1 1
Gene6616 0 0
Gene6617 1 1
Gene6618 1 0
Gene6619 1 0
Gene6620 1 0
Gene6621 0 0
Gene6622 1 1
Gene6623 0 1
Gene6624 0 0
Gene6625 0 0
Gene6626 0 0
Gene6627 1 1
Gene6628 0 0
Gene6629 0 1
Gene6630 0 1
Gene6631 1 0
Gene6632 0 0
Gene6633 0 1
Gene6634 0 0
Gene6635 0 1
Gene6636 1 0
Gene6637 0 0
Gene6638 1 0
Gene6639 1 1
Gene6640 1 1
Gene6641 0 0
Gene6642 1 1
Gene6643 0 1
Gene6644 0 0
Gene6645 0 0
Gene6646 0 1
Gene6647 1 1
Gene6648 1 0
Gene6649 0 1
Gene6650 1 0
Gene6651 1 1
Gene6652 1 0
Gene6653 1 1
Gene6654 0 1
Gene6655 0 1
Gene6656 1 0
Gene6657 1 0
Gene6658 1 1
Gene6659 0 0
Gene6660 1 0
Gene6661 1 1
Gene6662 0 1
Gene6663 0 0
Gene6664 0 1
Gene6665 1 0
Gene6666 0 1
Gene6667 1 0
Gene6668 0 1
Gene6669 1 0
Gene6670 0 1
Gene6671 0 0
Gene6672 0 1
Gene6673 1 1
Gene6674 0 0
Gene6675 0 0
Gene6676 1 1
Gene6677 1 0
Gene6678 1 1
Gene6679 0 0
Gene6680 0 1
Gene6681 0 1
Gene6682 0 1
Gene6683 1 1
Gene6684 0 1
Gene6685 1 0
Gene6686 0 0
Gene6687 1 0
Gene6688 1 0
Gene6689 1 0
Gene6690 0 0
Gene6691 1 0
Gene6692 0 1
Gene6693 1 1
Gene6694 1 0
Gene6695 0 0
Gene6696 1 1
Gene6697 1 0
Gene6698 0 1
Gene6699 1 0
Gene6700 1 1
Gene6701 1 0
Gene6702 1 0
Gene6703 1 1
Gene6704 0 1
Gene6705 1 0
Gene6706 1 0
Gene6707 0 0
Gene6708 1 0
Gene6709 0 0
Gene6710 0 0
Gene6711 0 1
Gene6712 0 0
Gene6713 0 0
Gene6714 1 0
Gene6715 0 1
Gene6716 1 1
Gene6717 0 1
Gene6718 0 0
Gene6719 0 1
Gene6720 1 0
Gene6721 0 0
Gene6722 0 0
Gene6723 0 1
Gene6724 1 1
Gene6725 1 1
Gene6726 1 0
Gene6727 0 1
Gene6728 1 1
Gene6729 0 0
Gene6730 0 1
Gene6731 1 0
Gene6732 0 0
Gene6733 0 1
Gene6734 0 0
Gene6735 1 0
Gene6736 1 0
Gene6737 1 1
Gene6738 0 0
Gene6739 0 0
Gene6740 0 0
Gene6741 1 1
Gene6742 0 1
Gene6743 0 1
Gene6744 0 0
Gene6745 0 1
Gene6746 0 1
Gene6747 1 1
Gene6748 0 0
Gene6749 0 0
Gene6750 0 0
Gene6751 0 0
Gene6752 0 0
Gene6753 1 1
Gene6754 0 0
Gene6755 1 1
Gene6756 0 0
Gene6757 1 0
Gene6758 0 1
Gene6759 1 1
Gene6760 0 1
Gene6761 1 0
Gene6762 0 1
Gene6763 0 0
Gene6764 0 0
Gene6765 0 1
Gene6766 1 0
Gene6767 0 1
Gene6768 0 1
Gene6769 0 1
Gene6770 0 0
Gene6771 1 0
Gene6772 1 0
Gene6773 1 1
Gene6774 0 1
Gene6775 0 0
Gene6776 1 1
Gene6777 0 1
Gene6778 1 0
Gene6779 1 1
Gene6780 1 1
Gene6781 0 1
Gene6782 1 1
Gene6783 0 1
Gene6784 1 1
Gene6785 1 0
Gene6786 0 1
Gene6787 1 0
Gene6788 0 1
Gene6789 0 0
Gene6790 0 0
Gene6791 0 1
Gene6792 0 1
Gene6793 0 1
Gene6794 1 0
Gene6795 1 0
Gene6796 1 1
Gene6797 1 1
Gene6798 0 1
Gene6799 0 0
Gene6800 1 0
Gene6801 0 1
Gene6802 0 0
Gene6803 1 0
Gene6804 1 0
Gene6805 0 1
Gene6806 1 0
Gene6807 0 0
Gene6808 0 1
Gene6809 1 1
Gene6810 1 0
Gene6811 0 0
Gene6812 0 1
Gene6813 0 0
Gene6814 0 0
Gene6815 0 0
Gene6816 0 0
Gene6817 0 0
Gene6818 0 0
Gene6819 1 0
Gene6820 0 0
Gene6821 1 0
Gene6822 0 0
Gene6823 0 0
Gene6824 1 0
Gene6825 1 0
Gene6826 0 1
Gene6827 0 0
Gene6828 0 0
Gene6829 0 1
Gene6830 0 1
Gene6831 0 0
Gene6832 1 1
Gene6833 0 1
Gene6834 0 1
Gene6835 0 1
Gene6836 1 0
Gene6837 1 1
Gene6838 0 1
Gene6839 1 0
Gene6840 0 0
Gene6841 1 1
Gene6842 0 1
Gene6843 0 0
Gene6844 0 0
Gene6845 1 1
Gene6846 0 1
Gene6847 1 1
Gene6848 0 0
Gene6849 0 0
Gene6850 1 0
Gene6851 1 0
Gene6852 0 1
Gene6853 0 1
Gene6854 0 0
Gene6855 0 0
Gene6856 0 0
Gene6857 0 1
Gene6858 0 1
Gene6859 1 1
Gene6860 1 0
Gene6861 1 1
Gene6862 0 0
Gene6863 1 0
Gene6864 0 0
Gene6865 0 1
Gene6866 0 1
Gene6867 1 0
Gene6868 1 0
Gene6869 0 1
Gene6870 0 0
Gene6871 0 0
Gene6872 1 0
Gene6873 0 1
Gene6874 0 1
Gene6875 1 0
Gene6876 0 0
Gene6877 0 0
Gene6878 1 1
Gene6879 1 0
Gene6880 0 0
Gene6881 0 1
Gene6882 0 1
Gene6883 0 0
Gene6884 0 1
Gene6885 1 0
Gene6886 0 1
Gene6887 1 0
Gene6888 1 1
Gene6889 0 0
Gene6890 0 0
Gene6891 1 1
Gene6892 0 1
Gene6893 0 1
Gene6894 0 0
Gene6895 1 0
Gene6896 1 0
Gene6897 0 0
Gene6898 0 1
Gene6899 0 0
Gene6900 0 1
Gene6901 1 1
Gene6902 0 0
Gene6903 1 0
Gene6904 1 1
Gene6905 1 0
Gene6906 0 0
Gene6907 0 0
Gene6908 0 0
Gene6909 1 0
Gene6910 0 0
Gene6911 0 0
Gene6912 0 0
Gene6913 1 1
Gene6914 0 1
Gene6915 1 1
Gene6916 1 1
Gene6917 0 0
Gene6918 1 0
Gene6919 1 0
Gene6920 1 1
Gene6921 1 0
Gene6922 0 1
Gene6923 1 0
Gene6924 0 1
Gene6925 0 1
Gene6926 0 1
Gene6927 1 1
Gene6928 1 0
Gene6929 0 0
Gene6930 1 0
Gene6931 1 0
Gene6932 1 0
Gene6933 0 0
Gene6934 0 1
Gene6935 0 0
Gene6936 0 1
Gene6937 1 0
Gene6938 0 1
Gene6939 0 0
Gene6940 0 1
Gene6941 0 0
Gene6942 0 0
Gene6943 0 0
Gene6944 0 1
Gene6945 0 1
Gene6946 0 0
Gene6947 1 0
Gene6948 0 1
Gene6949 0 0
Gene6950 0 0
Gene6951 0 0
Gene6952 0 0
Gene6953 1 1
Gene6954 0 1
Gene6955 0 0
Gene6956 0 0
Gene6957 0 0
Gene6958 0 1
Gene6959 1 1
Gene6960 0 1
Gene6961 0 0
Gene6962 0 1
Gene6963 0 1
Gene6964 0 1
Gene6965 0 0
Gene6966 0 0
Gene6967 1 0
Gene6968 0 1
Gene6969 0 1
Gene6970 0 0
Gene6971 1 1
Gene6972 0 1
Gene6973 0 1
Gene6974 0 1
Gene6975 0 1
Gene6976 1 1
Gene6977 1 0
Gene6978 1 0
Gene6979 0 0
Gene6980 1 0
Gene6981 0 1
Gene6982 1 0
Gene6983 0 0
Gene6984 0 1
Gene6985 1 0
Gene6986 0 0
Gene6987 1 1
Gene6988 1 1
Gene6989 0 1
Gene6990 0 1
Gene6991 0 0
Gene6992 0 1
Gene6993 0 0
Gene6994 1 0
Gene6995 0 0
Gene6996 0 0
Gene6997 0 1
Gene6998 0 0
Gene6999 1 0
Gene7000 1 1
Gene7001 1 1
Gene7002 0 0
Gene7003 0 0
Gene7004 1 1
Gene7005 0 0
Gene7006 1 1
Gene7007 0 0
Gene7008 0 0
Gene7009 1 0
Gene7010 1 0
Gene7011 0 1
Gene7012 1 0
Gene7013 1 0
Gene7014 1 0
Gene7015 0 0
Gene7016 0 1
Gene7017 0 1
Gene7018 1 0
Gene7019 1 0
Gene7020 1 0
Gene7021 0 1
Gene7022 1 0
Gene7023 0 0
Gene7024 0 1
Gene7025 0 1
Gene7026 1 1
Gene7027 0 0
Gene7028 1 0
Gene7029 0 0
Gene7030 0 1
Gene7031 1 1
Gene7032 0 0
Gene7033 1 1
Gene7034 0 0
Gene7035 1 0
Gene7036 1 0
Gene7037 0 0
Gene7038 1 0
Gene7039 0 1
Gene7040 1 0
Gene7041 0 1
Gene7042 0 0
Gene7043 1 1
Gene7044 0 1
Gene7045 0 1
Gene7046 1 1
Gene7047 1 1
Gene7048 0 0
Gene7049 0 1
Gene7050 1 1
Gene7051 0 0
Gene7052 1 0
Gene7053 0 1
Gene7054 0 0
Gene7055 0 0
Gene7056 0 0
Gene7057 0 0
Gene7058 0 1
Gene7059 1 1
Gene7060 0 1
Gene7061 1 0
Gene7062 0 0
Gene7063 0 1
Gene7064 0 0
Gene7065 1 0
Gene7066 0 1
Gene7067 0 0
Gene7068 1 0
Gene7069 1 0
Gene7070 0 0
Gene7071 0 0
Gene7072 0 0
Gene7073 0 0
Gene7074 1 0
Gene7075 1 1
Gene7076 0 0
Gene7077 0 0
Gene7078 1 0
Gene7079 0 0
Gene7080 0 1
Gene7081 0 0
Gene7082 0 0
Gene7083 1 0
Gene7084 1 0
Gene7085 0 0
Gene7086 0 0
Gene7087 0 1
Gene7088 0 0
Gene7089 0 0
Gene7090 0 1
Gene7091 1 1
Gene7092 0 0
Gene7093 1 0
Gene7094 1 0
